Date,State,People Vaccinated,First Dose Administered,Second Dose Administered,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Total Doses Administered
04-03-2021,Chandigarh,23665,23665,2484,16836,6829,26149
05-03-2021,Chandigarh,25595,25595,2802,17974,7621,28397
06-03-2021,Chandigarh,27526,27526,3153,19143,8383,30679
07-03-2021,Chandigarh,27748,27748,3154,19248,8500,30902
08-03-2021,Chandigarh,29863,29863,3613,20502,9361,33476
09-03-2021,Chandigarh,32738,28622,4116,22363,10375,32738
10-03-2021,Chandigarh,35205,30598,4607,23850,11355,35205
11-03-2021,Chandigarh,35992,31298,4694,24269,11723,35992
12-03-2021,Chandigarh,38260,33104,5156,25585,12675,38260
13-03-2021,Chandigarh,40522,34856,5666,26866,13656,40522
14-03-2021,Chandigarh,40701,34965,5736,26987,13714,40701
15-03-2021,Chandigarh,43221,36848,6373,28570,14651,43221
16-03-2021,Chandigarh,42234,42234,6945,27417,14817,49179
17-03-2021,Chandigarh,50040,50040,7409,31679,18360,57449
18-03-2021,Chandigarh,51658,51658,7862,32583,19074,59520
19-03-2021,Chandigarh,53379,53379,8263,33496,19882,61642
20-03-2021,Chandigarh,54986,54986,8659,34335,20650,63645
21-03-2021,Chandigarh,55144,55144,8664,34418,20725,63808
22-03-2021,Chandigarh,56588,56588,9158,35201,21386,65746
23-03-2021,Chandigarh,57782,57782,9610,35877,21904,67392
24-03-2021,Chandigarh,58992,58992,9967,36577,22414,68959
25-03-2021,Chandigarh,60519,60519,10308,37415,23103,70827
26-03-2021,Chandigarh,61839,61839,10719,38164,23674,72558
27-03-2021,Chandigarh,63168,63168,10983,38829,24338,74151
28-03-2021,Chandigarh,63269,63269,10988,38883,24385,74257
29-03-2021,Chandigarh,63294,63294,10990,38893,24400,74284
30-03-2021,Chandigarh,64574,64574,11435,39599,24974,76009
31-03-2021,Chandigarh,65748,65748,11963,40264,25483,77711
01-04-2021,Chandigarh,68591,68591,12464,41784,26806,81055
02-04-2021,Chandigarh,71565,71565,12813,43392,28172,84378
03-04-2021,Chandigarh,74528,74528,13309,45010,29517,87837
04-04-2021,Chandigarh,77241,77241,13602,46562,30678,90843
05-04-2021,Chandigarh,80058,80058,14182,48139,31918,94240
06-04-2021,Chandigarh,81444,81444,14567,48949,32494,96011
07-04-2021,Chandigarh,85979,85979,15553,51487,34490,101532
08-04-2021,Chandigarh,89382,89382,16433,53305,36075,105815
09-04-2021,Chandigarh,92814,92814,17335,55177,37635,110149
10-04-2021,Chandigarh,96744,96744,18264,57313,39428,115008
11-04-2021,Chandigarh,99484,99484,18671,58812,40669,118155
12-04-2021,Chandigarh,103131,103131,19810,61010,42118,122941
13-04-2021,Chandigarh,106139,106139,20711,62884,43252,126850
14-04-2021,Chandigarh,108803,108803,21577,64430,44370,130380
15-04-2021,Chandigarh,111665,111665,22898,66127,45535,134563
16-04-2021,Chandigarh,114800,114800,24346,68061,46736,139146
17-04-2021,Chandigarh,117734,117734,25520,69799,47931,143254
18-04-2021,Chandigarh,119500,119500,26100,70818,48678,145600
19-04-2021,Chandigarh,122192,122192,27795,72426,49762,149987
20-04-2021,Chandigarh,124937,124937,29647,73970,50962,154584
21-04-2021,Chandigarh,127635,127635,30930,75424,52205,158565
22-04-2021,Chandigarh,130884,130884,32988,77076,53802,163872
23-04-2021,Chandigarh,134397,134397,35042,78944,55447,169439
24-04-2021,Chandigarh,137994,137994,36727,80666,57322,174721
25-04-2021,Chandigarh,140795,140795,37860,82042,58746,178655
26-04-2021,Chandigarh,144305,144305,39947,83896,60402,184252
27-04-2021,Chandigarh,148026,148026,42015,85803,62216,190041
28-04-2021,Chandigarh,151928,151928,44127,87805,64116,196055
29-04-2021,Chandigarh,155689,155689,46218,89628,66054,201907
30-04-2021,Chandigarh,160071,160071,48418,91881,68181,208489
01-05-2021,Chandigarh,163599,163599,49617,93663,69927,213216
02-05-2021,Chandigarh,165617,165617,50277,94656,70952,215894
03-05-2021,Chandigarh,168672,168672,51790,96246,72417,220462
04-05-2021,Chandigarh,172057,172057,53485,98041,74007,225542
05-05-2021,Chandigarh,175618,175618,55204,100003,75605,230822
06-05-2021,Chandigarh,179429,179429,58044,102169,77250,237473
07-05-2021,Chandigarh,183067,183067,60383,104125,78931,243450
08-05-2021,Chandigarh,187445,187445,62996,106338,81095,250441
09-05-2021,Chandigarh,190204,190204,64408,107769,82423,254612
10-05-2021,Chandigarh,193540,193540,66769,109560,83968,260309
11-05-2021,Chandigarh,196808,196808,68719,111293,85502,265527
12-05-2021,Chandigarh,199576,199576,69777,112721,86842,269353
13-05-2021,Chandigarh,202829,202829,70937,114474,88342,273766
14-05-2021,Chandigarh,206572,206572,72127,116552,90007,278699
15-05-2021,Chandigarh,211162,211162,73672,118975,92173,284834
16-05-2021,Chandigarh,212260,212260,73686,119575,92671,285946
17-05-2021,Chandigarh,216622,216622,73939,121957,94650,290561
18-05-2021,Chandigarh,220312,220312,74118,123972,96321,294430
19-05-2021,Chandigarh,224068,224068,74213,126027,98019,298281
20-05-2021,Chandigarh,227748,227748,74317,128028,99693,302065
21-05-2021,Chandigarh,231985,231985,74422,130387,101568,306407
22-05-2021,Chandigarh,237720,237720,74622,133472,104217,312342
23-05-2021,Chandigarh,240804,240804,74624,135172,105600,315428
24-05-2021,Chandigarh,245841,245841,74655,137908,107901,320496
25-05-2021,Chandigarh,248749,248749,74693,139440,109276,323442
26-05-2021,Chandigarh,250185,250185,74707,140227,109925,324892
27-05-2021,Chandigarh,255083,255083,74742,143166,111884,329825
28-05-2021,Chandigarh,259802,259802,74826,145843,113925,334628
29-05-2021,Chandigarh,264747,264747,74854,148584,116127,339601
30-05-2021,Chandigarh,268609,268609,74857,150746,117826,343466
31-05-2021,Chandigarh,274606,274606,74901,154057,120512,349507
01-06-2021,Chandigarh,280378,280378,74933,157357,122983,355311
02-06-2021,Chandigarh,285834,285834,74960,160638,125156,360794
03-06-2021,Chandigarh,291718,291718,74991,163954,127723,366709
04-06-2021,Chandigarh,297146,297146,75045,167099,130005,372191
05-06-2021,Chandigarh,302775,302775,75098,170305,132426,377873
06-06-2021,Chandigarh,304833,304833,75110,171504,133285,379943
07-06-2021,Chandigarh,308126,308126,75227,173421,134661,383353
16-01-2021,Chhattisgarh,1040,1040,0,525,515,1040
17-01-2021,Chhattisgarh,1040,1040,0,525,515,1040
18-01-2021,Chhattisgarh,1656,1656,0,726,930,1656
19-01-2021,Chhattisgarh,2014,2014,0,867,1147,2014
20-01-2021,Chhattisgarh,3351,3351,0,1343,2008,3351
21-01-2021,Chhattisgarh,5752,5752,0,2007,3745,5752
22-01-2021,Chhattisgarh,5807,5807,0,2034,3773,5807
23-01-2021,Chhattisgarh,12185,12185,0,3892,8292,12185
24-01-2021,Chhattisgarh,12506,12506,0,4046,8459,12506
25-01-2021,Chhattisgarh,24018,24018,0,7753,16264,24018
26-01-2021,Chhattisgarh,24120,24120,0,7791,16328,24120
27-01-2021,Chhattisgarh,36363,36363,0,11198,25162,36363
28-01-2021,Chhattisgarh,46869,46869,0,13804,33062,46869
29-01-2021,Chhattisgarh,47318,47318,0,14020,33295,47318
30-01-2021,Chhattisgarh,57446,57446,0,16360,41082,57446
31-01-2021,Chhattisgarh,57455,57455,0,16364,41087,57455
01-02-2021,Chhattisgarh,61482,61482,0,17621,43857,61482
02-02-2021,Chhattisgarh,64509,64509,0,18628,45871,64509
03-02-2021,Chhattisgarh,86044,86044,0,22644,63388,86044
04-02-2021,Chhattisgarh,115725,115725,0,26864,88849,115725
05-02-2021,Chhattisgarh,135072,135072,0,29710,105349,135072
06-02-2021,Chhattisgarh,153515,153515,0,32944,120558,153515
07-02-2021,Chhattisgarh,153531,153531,0,32947,120571,153531
08-02-2021,Chhattisgarh,168873,168873,0,37783,131077,168873
09-02-2021,Chhattisgarh,182898,182898,0,44895,137988,182898
10-02-2021,Chhattisgarh,201792,201792,0,55370,146405,201792
11-02-2021,Chhattisgarh,218958,218958,0,66634,152307,218958
12-02-2021,Chhattisgarh,234012,234012,0,77219,156775,234012
13-02-2021,Chhattisgarh,248307,248307,862,87409,160880,249169
14-02-2021,Chhattisgarh,249309,249309,926,88313,160978,250235
15-02-2021,Chhattisgarh,271832,271832,5266,104665,167148,277098
16-02-2021,Chhattisgarh,287420,287420,6821,115803,171597,294241
17-02-2021,Chhattisgarh,302752,302752,9976,126795,175937,312728
18-02-2021,Chhattisgarh,315032,315032,14596,137442,177568,329628
19-02-2021,Chhattisgarh,331802,331802,16418,148155,183625,348220
20-02-2021,Chhattisgarh,341230,341230,20905,155414,185794,362135
21-02-2021,Chhattisgarh,342208,342208,20936,156360,185826,363144
22-02-2021,Chhattisgarh,351864,351864,28575,163841,188001,380439
23-02-2021,Chhattisgarh,358547,358547,31381,168912,189613,389928
24-02-2021,Chhattisgarh,365643,365643,39529,174016,191605,405172
25-02-2021,Chhattisgarh,372248,372248,48399,178804,193422,420647
26-02-2021,Chhattisgarh,376718,376718,51755,182145,194551,428473
27-02-2021,Chhattisgarh,376718,376718,51755,182145,194551,428473
28-02-2021,Chhattisgarh,376718,376718,51755,182145,194551,428473
01-03-2021,Chhattisgarh,376718,376718,51755,182145,194551,428473
02-03-2021,Chhattisgarh,397759,397759,61358,194776,202960,459117
03-03-2021,Chhattisgarh,417448,417448,71332,205810,211614,488780
04-03-2021,Chhattisgarh,445300,445300,88625,220066,225210,533925
05-03-2021,Chhattisgarh,474620,474620,103498,235108,239483,578118
06-03-2021,Chhattisgarh,512183,512183,120392,253575,258578,632575
07-03-2021,Chhattisgarh,514086,514086,120533,254566,259490,634619
08-03-2021,Chhattisgarh,551009,551009,133423,272715,278263,684432
09-03-2021,Chhattisgarh,600698,456120,144578,295440,305224,600698
10-03-2021,Chhattisgarh,649606,489919,159687,318930,330636,649606
11-03-2021,Chhattisgarh,654318,493373,160945,321650,332628,654318
12-03-2021,Chhattisgarh,700964,524628,176336,347129,353792,700964
13-03-2021,Chhattisgarh,757035,565547,191488,376539,380449,757035
14-03-2021,Chhattisgarh,764290,572176,192114,380030,384213,764290
15-03-2021,Chhattisgarh,840424,632277,208147,420082,420289,840424
16-03-2021,Chhattisgarh,821735,821735,221265,408167,413510,1043000
17-03-2021,Chhattisgarh,920994,920994,234359,457860,463067,1155353
18-03-2021,Chhattisgarh,987493,987493,246163,490214,497208,1233656
19-03-2021,Chhattisgarh,1043993,1043993,256918,517742,526173,1300911
20-03-2021,Chhattisgarh,1115002,1115002,267137,551693,563221,1382139
21-03-2021,Chhattisgarh,1122049,1122049,268027,554811,567150,1390076
22-03-2021,Chhattisgarh,1170273,1170273,275963,578165,592017,1446236
23-03-2021,Chhattisgarh,1207717,1207717,284304,596645,610976,1492021
24-03-2021,Chhattisgarh,1246634,1246634,290264,615508,631024,1536898
25-03-2021,Chhattisgarh,1300439,1300439,296174,641263,659068,1596613
26-03-2021,Chhattisgarh,1359811,1359811,300457,669178,690519,1660268
27-03-2021,Chhattisgarh,1468773,1468773,304416,719971,748684,1773189
28-03-2021,Chhattisgarh,1502883,1502883,304877,735162,767601,1807760
29-03-2021,Chhattisgarh,1503420,1503420,305033,735406,767893,1808453
30-03-2021,Chhattisgarh,1554803,1554803,308829,759383,795288,1863632
31-03-2021,Chhattisgarh,1662021,1662021,315897,809575,852304,1977918
01-04-2021,Chhattisgarh,1791743,1791743,321536,872432,919162,2113279
02-04-2021,Chhattisgarh,2089641,2089641,330898,1013496,1075975,2420539
03-04-2021,Chhattisgarh,2307001,2307001,338393,1117338,1189471,2645394
04-04-2021,Chhattisgarh,2607721,2607721,347234,1257700,1349795,2954955
05-04-2021,Chhattisgarh,2718779,2718779,352752,1309547,1408991,3071531
06-04-2021,Chhattisgarh,2812713,2812713,357866,1353760,1458701,3170579
07-04-2021,Chhattisgarh,3031106,3031106,368310,1457287,1573544,3399416
08-04-2021,Chhattisgarh,3322112,3322112,383446,1594896,1726906,3705558
09-04-2021,Chhattisgarh,3540293,3540293,394865,1698686,1841263,3935158
10-04-2021,Chhattisgarh,3721410,3721410,406399,1786056,1934995,4127809
11-04-2021,Chhattisgarh,3888257,3888257,415407,1867373,2020501,4303664
12-04-2021,Chhattisgarh,4033441,4033441,428925,1939150,2093894,4462366
13-04-2021,Chhattisgarh,4121532,4121532,438207,1984387,2136735,4559739
14-04-2021,Chhattisgarh,4186570,4186570,447792,2018098,2168049,4634362
15-04-2021,Chhattisgarh,4223870,4223870,456357,2038086,2185360,4680227
16-04-2021,Chhattisgarh,4280059,4280059,469555,2068132,2211498,4749614
17-04-2021,Chhattisgarh,4376707,4376707,493467,2118121,2258142,4870174
18-04-2021,Chhattisgarh,4448418,4448418,507994,2154467,2293502,4956412
19-04-2021,Chhattisgarh,4516858,4516858,526335,2189661,2326738,5043193
20-04-2021,Chhattisgarh,4561812,4561812,540894,2212981,2348364,5102706
21-04-2021,Chhattisgarh,4594052,4594052,552491,2229714,2363866,5146543
22-04-2021,Chhattisgarh,4642296,4642296,569830,2254515,2387299,5212126
23-04-2021,Chhattisgarh,4686119,4686119,586615,2276833,2408793,5272734
24-04-2021,Chhattisgarh,4721290,4721290,602920,2294723,2426072,5324210
25-04-2021,Chhattisgarh,4746201,4746201,616146,2307527,2438172,5362347
26-04-2021,Chhattisgarh,4772454,4772454,633844,2321426,2450519,5406298
27-04-2021,Chhattisgarh,4791314,4791314,647227,2331290,2459515,5438541
28-04-2021,Chhattisgarh,4807697,4807697,661920,2340040,2467147,5469617
29-04-2021,Chhattisgarh,4823914,4823914,683596,2348737,2474666,5507510
30-04-2021,Chhattisgarh,4853003,4853003,717906,2364329,2488159,5570909
01-05-2021,Chhattisgarh,4876021,4876021,744361,2376648,2498856,5620382
02-05-2021,Chhattisgarh,4887659,4887659,759328,2382972,2504170,5646987
03-05-2021,Chhattisgarh,4902668,4902668,781790,2391084,2511065,5684458
04-05-2021,Chhattisgarh,4914311,4914311,801201,2397373,2516413,5715512
05-05-2021,Chhattisgarh,4925570,4925570,820659,2403542,2521503,5746229
06-05-2021,Chhattisgarh,4939907,4939907,846941,2411185,2528192,5786848
07-05-2021,Chhattisgarh,4950080,4950080,865589,2416824,2532725,5815669
08-05-2021,Chhattisgarh,4958357,4958357,884299,2421294,2536529,5842656
09-05-2021,Chhattisgarh,4963503,4963503,893647,2423982,2538986,5857150
10-05-2021,Chhattisgarh,4978422,4978422,928384,2431782,2546103,5906806
11-05-2021,Chhattisgarh,4993821,4993821,963082,2439667,2553616,5956903
12-05-2021,Chhattisgarh,5010466,5010466,985738,2448458,2561466,5996204
13-05-2021,Chhattisgarh,5028824,5028824,1017635,2458002,2570270,6046459
14-05-2021,Chhattisgarh,5044873,5044873,1050697,2466024,2578295,6095570
15-05-2021,Chhattisgarh,5058803,5058803,1079462,2473087,2585157,6138265
16-05-2021,Chhattisgarh,5062151,5062151,1080634,2474723,2586869,6142785
17-05-2021,Chhattisgarh,5067225,5067225,1082471,2477188,2589477,6149696
18-05-2021,Chhattisgarh,5072140,5072140,1083685,2479635,2591943,6155825
19-05-2021,Chhattisgarh,5077038,5077038,1085188,2482105,2594371,6162226
20-05-2021,Chhattisgarh,5081726,5081726,1087294,2484412,2596752,6169020
21-05-2021,Chhattisgarh,5086685,5086685,1089093,2486956,2599165,6175778
22-05-2021,Chhattisgarh,5092839,5092839,1090785,2490003,2602271,6183624
23-05-2021,Chhattisgarh,5097092,5097092,1091724,2492070,2604457,6188816
24-05-2021,Chhattisgarh,5102121,5102121,1093569,2494604,2606951,6195690
25-05-2021,Chhattisgarh,5105905,5105905,1095260,2496435,2608903,6201165
26-05-2021,Chhattisgarh,5110865,5110865,1096767,2498921,2611377,6207632
27-05-2021,Chhattisgarh,5113867,5113867,1097984,2500358,2612941,6211851
28-05-2021,Chhattisgarh,5121403,5121403,1099995,2504026,2616807,6221398
29-05-2021,Chhattisgarh,5127168,5127168,1102122,2506872,2619725,6229290
30-05-2021,Chhattisgarh,5130182,5130182,1103284,2508331,2621280,6233466
31-05-2021,Chhattisgarh,5134658,5134658,1105870,2510498,2623589,6240528
01-06-2021,Chhattisgarh,5139437,5139437,1113068,2512844,2626022,6252505
02-06-2021,Chhattisgarh,5143077,5143077,1117047,2514610,2627896,6260124
03-06-2021,Chhattisgarh,5146027,5146027,1121721,2516070,2629385,6267748
04-06-2021,Chhattisgarh,5148601,5148601,1125803,2517333,2630693,6274404
05-06-2021,Chhattisgarh,5151405,5151405,1130679,2518763,2632067,6282084
06-06-2021,Chhattisgarh,5152970,5152970,1132655,2519562,2632832,6285625
07-06-2021,Chhattisgarh,5155182,5155182,1135800,2520678,2633928,6290982
16-01-2021,Dadra and Nagar Haveli and Daman and Diu,23,23,0,13,10,23
17-01-2021,Dadra and Nagar Haveli and Daman and Diu,23,23,0,13,10,23
18-01-2021,Dadra and Nagar Haveli and Daman and Diu,15,15,0,9,6,15
19-01-2021,Dadra and Nagar Haveli and Daman and Diu,31,31,0,15,16,31
20-01-2021,Dadra and Nagar Haveli and Daman and Diu,31,31,0,15,16,31
21-01-2021,Dadra and Nagar Haveli and Daman and Diu,78,78,0,26,52,78
22-01-2021,Dadra and Nagar Haveli and Daman and Diu,113,113,0,45,68,113
23-01-2021,Dadra and Nagar Haveli and Daman and Diu,280,280,0,108,172,280
24-01-2021,Dadra and Nagar Haveli and Daman and Diu,312,312,0,124,188,312
25-01-2021,Dadra and Nagar Haveli and Daman and Diu,362,362,0,142,220,362
26-01-2021,Dadra and Nagar Haveli and Daman and Diu,362,362,0,142,220,362
27-01-2021,Dadra and Nagar Haveli and Daman and Diu,404,404,0,154,250,404
28-01-2021,Dadra and Nagar Haveli and Daman and Diu,559,559,0,245,314,559
29-01-2021,Dadra and Nagar Haveli and Daman and Diu,706,706,0,311,395,706
30-01-2021,Dadra and Nagar Haveli and Daman and Diu,852,852,0,381,471,852
31-01-2021,Dadra and Nagar Haveli and Daman and Diu,856,856,0,385,471,856
01-02-2021,Dadra and Nagar Haveli and Daman and Diu,1038,1038,0,476,562,1038
02-02-2021,Dadra and Nagar Haveli and Daman and Diu,1181,1181,0,565,616,1181
03-02-2021,Dadra and Nagar Haveli and Daman and Diu,1421,1421,0,651,770,1421
04-02-2021,Dadra and Nagar Haveli and Daman and Diu,1681,1681,0,746,935,1681
05-02-2021,Dadra and Nagar Haveli and Daman and Diu,1931,1931,0,834,1097,1931
06-02-2021,Dadra and Nagar Haveli and Daman and Diu,2255,2255,0,914,1341,2255
07-02-2021,Dadra and Nagar Haveli and Daman and Diu,2255,2255,0,914,1341,2255
08-02-2021,Dadra and Nagar Haveli and Daman and Diu,2329,2329,0,972,1357,2329
09-02-2021,Dadra and Nagar Haveli and Daman and Diu,2567,2567,0,1160,1407,2567
10-02-2021,Dadra and Nagar Haveli and Daman and Diu,3309,3309,0,1509,1800,3309
11-02-2021,Dadra and Nagar Haveli and Daman and Diu,3672,3672,0,1691,1981,3672
12-02-2021,Dadra and Nagar Haveli and Daman and Diu,3931,3931,0,1817,2114,3931
13-02-2021,Dadra and Nagar Haveli and Daman and Diu,4060,4060,71,1878,2182,4131
14-02-2021,Dadra and Nagar Haveli and Daman and Diu,4060,4060,71,1878,2182,4131
15-02-2021,Dadra and Nagar Haveli and Daman and Diu,4347,4347,78,2042,2305,4425
16-02-2021,Dadra and Nagar Haveli and Daman and Diu,4590,4590,164,2161,2429,4754
17-02-2021,Dadra and Nagar Haveli and Daman and Diu,5295,5295,188,2615,2680,5483
18-02-2021,Dadra and Nagar Haveli and Daman and Diu,5569,5569,207,2865,2704,5776
19-02-2021,Dadra and Nagar Haveli and Daman and Diu,6174,6174,330,3215,2959,6504
20-02-2021,Dadra and Nagar Haveli and Daman and Diu,6376,6376,465,3353,3023,6841
21-02-2021,Dadra and Nagar Haveli and Daman and Diu,6376,6376,465,3353,3023,6841
22-02-2021,Dadra and Nagar Haveli and Daman and Diu,6488,6488,515,3426,3062,7003
23-02-2021,Dadra and Nagar Haveli and Daman and Diu,6539,6539,522,3461,3078,7061
24-02-2021,Dadra and Nagar Haveli and Daman and Diu,6609,6609,526,3503,3106,7135
25-02-2021,Dadra and Nagar Haveli and Daman and Diu,7077,7077,598,3810,3267,7675
26-02-2021,Dadra and Nagar Haveli and Daman and Diu,7304,7304,674,3984,3320,7978
27-02-2021,Dadra and Nagar Haveli and Daman and Diu,7304,7304,674,3984,3320,7978
28-02-2021,Dadra and Nagar Haveli and Daman and Diu,7304,7304,674,3984,3320,7978
01-03-2021,Dadra and Nagar Haveli and Daman and Diu,7304,7304,674,3984,3320,7978
02-03-2021,Dadra and Nagar Haveli and Daman and Diu,8469,8469,964,4596,3873,9433
03-03-2021,Dadra and Nagar Haveli and Daman and Diu,7077,7077,598,3810,3267,7675
04-03-2021,Dadra and Nagar Haveli and Daman and Diu,7304,7304,674,3984,3320,7978
05-03-2021,Dadra and Nagar Haveli and Daman and Diu,7304,7304,674,3984,3320,7978
06-03-2021,Dadra and Nagar Haveli and Daman and Diu,11246,11246,1884,5914,5332,13130
07-03-2021,Dadra and Nagar Haveli and Daman and Diu,11254,11254,1884,5922,5332,13138
08-03-2021,Dadra and Nagar Haveli and Daman and Diu,11841,11841,2017,6224,5617,13858
09-03-2021,Dadra and Nagar Haveli and Daman and Diu,12668,10402,2266,6637,6031,12668
10-03-2021,Dadra and Nagar Haveli and Daman and Diu,13669,11023,2646,7176,6493,13669
11-03-2021,Dadra and Nagar Haveli and Daman and Diu,13669,11023,2646,7176,6493,13669
12-03-2021,Dadra and Nagar Haveli and Daman and Diu,14781,11749,3032,7738,7043,14781
13-03-2021,Dadra and Nagar Haveli and Daman and Diu,15595,12345,3250,8102,7493,15595
14-03-2021,Dadra and Nagar Haveli and Daman and Diu,15595,12345,3250,8102,7493,15595
15-03-2021,Dadra and Nagar Haveli and Daman and Diu,16581,13044,3537,8554,8027,16581
16-03-2021,Dadra and Nagar Haveli and Daman and Diu,15828,15828,3669,8135,7693,19497
17-03-2021,Dadra and Nagar Haveli and Daman and Diu,17143,17143,3894,8851,8292,21037
18-03-2021,Dadra and Nagar Haveli and Daman and Diu,17573,17573,4122,9063,8510,21695
19-03-2021,Dadra and Nagar Haveli and Daman and Diu,18481,18481,4408,9526,8955,22889
20-03-2021,Dadra and Nagar Haveli and Daman and Diu,19170,19170,4612,9898,9272,23782
21-03-2021,Dadra and Nagar Haveli and Daman and Diu,19218,19218,4622,9921,9297,23840
22-03-2021,Dadra and Nagar Haveli and Daman and Diu,19992,19992,4708,10328,9664,24700
23-03-2021,Dadra and Nagar Haveli and Daman and Diu,21322,21322,4919,11008,10314,26241
24-03-2021,Dadra and Nagar Haveli and Daman and Diu,21779,21779,5044,11274,10505,26823
25-03-2021,Dadra and Nagar Haveli and Daman and Diu,22593,22593,5226,11715,10878,27819
26-03-2021,Dadra and Nagar Haveli and Daman and Diu,23111,23111,5308,12018,11093,28419
27-03-2021,Dadra and Nagar Haveli and Daman and Diu,23138,23138,5309,12031,11107,28447
28-03-2021,Dadra and Nagar Haveli and Daman and Diu,23148,23148,5309,12038,11110,28457
29-03-2021,Dadra and Nagar Haveli and Daman and Diu,23794,23794,5555,12315,11479,29349
30-03-2021,Dadra and Nagar Haveli and Daman and Diu,24471,24471,5727,12683,11788,30198
31-03-2021,Dadra and Nagar Haveli and Daman and Diu,27071,27071,5919,14326,12745,32990
01-04-2021,Dadra and Nagar Haveli and Daman and Diu,30937,30937,6200,16908,14029,37137
02-04-2021,Dadra and Nagar Haveli and Daman and Diu,34424,34424,6518,19261,15163,40942
03-04-2021,Dadra and Nagar Haveli and Daman and Diu,37495,37495,6722,21173,16322,44217
04-04-2021,Dadra and Nagar Haveli and Daman and Diu,40921,40921,7132,23368,17553,48053
05-04-2021,Dadra and Nagar Haveli and Daman and Diu,43184,43184,7331,24851,18333,50515
06-04-2021,Dadra and Nagar Haveli and Daman and Diu,48313,48313,7716,28194,20119,56029
07-04-2021,Dadra and Nagar Haveli and Daman and Diu,52156,52156,8136,30681,21475,60292
08-04-2021,Dadra and Nagar Haveli and Daman and Diu,55718,55718,8442,33023,22695,64160
09-04-2021,Dadra and Nagar Haveli and Daman and Diu,59130,59130,8778,34983,24146,67908
10-04-2021,Dadra and Nagar Haveli and Daman and Diu,61498,61498,9025,36272,25224,70523
11-04-2021,Dadra and Nagar Haveli and Daman and Diu,64703,64703,9407,38111,26590,74110
12-04-2021,Dadra and Nagar Haveli and Daman and Diu,66367,66367,9697,39159,27206,76064
13-04-2021,Dadra and Nagar Haveli and Daman and Diu,67859,67859,10001,40078,27778,77860
14-04-2021,Dadra and Nagar Haveli and Daman and Diu,69063,69063,10376,40813,28247,79439
15-04-2021,Dadra and Nagar Haveli and Daman and Diu,70628,70628,10848,41857,28768,81476
16-04-2021,Dadra and Nagar Haveli and Daman and Diu,71964,71964,11179,42794,29167,83143
17-04-2021,Dadra and Nagar Haveli and Daman and Diu,72365,72365,11314,43073,29289,83679
18-04-2021,Dadra and Nagar Haveli and Daman and Diu,73240,73240,11705,43691,29546,84945
19-04-2021,Dadra and Nagar Haveli and Daman and Diu,74293,74293,12102,44279,30011,86395
20-04-2021,Dadra and Nagar Haveli and Daman and Diu,74768,74768,12311,44608,30157,87079
21-04-2021,Dadra and Nagar Haveli and Daman and Diu,75414,75414,12677,44982,30429,88091
22-04-2021,Dadra and Nagar Haveli and Daman and Diu,76124,76124,13062,45412,30709,89186
23-04-2021,Dadra and Nagar Haveli and Daman and Diu,76716,76716,13385,45761,30952,90101
24-04-2021,Dadra and Nagar Haveli and Daman and Diu,76905,76905,13545,45864,31038,90450
25-04-2021,Dadra and Nagar Haveli and Daman and Diu,77374,77374,14034,46148,31223,91408
26-04-2021,Dadra and Nagar Haveli and Daman and Diu,77814,77814,14486,46398,31413,92300
27-04-2021,Dadra and Nagar Haveli and Daman and Diu,78216,78216,14973,46624,31589,93189
28-04-2021,Dadra and Nagar Haveli and Daman and Diu,78680,78680,15468,46889,31788,94148
29-04-2021,Dadra and Nagar Haveli and Daman and Diu,78893,78893,15783,47034,31856,94676
30-04-2021,Dadra and Nagar Haveli and Daman and Diu,78893,78893,15783,47034,31856,94676
01-05-2021,Dadra and Nagar Haveli and Daman and Diu,79753,79753,16567,47553,32197,96320
02-05-2021,Dadra and Nagar Haveli and Daman and Diu,79890,79890,16729,47622,32265,96619
03-05-2021,Dadra and Nagar Haveli and Daman and Diu,80227,80227,17238,47842,32382,97465
04-05-2021,Dadra and Nagar Haveli and Daman and Diu,80554,80554,17752,48056,32495,98306
05-05-2021,Dadra and Nagar Haveli and Daman and Diu,80984,80984,18320,48338,32643,99304
06-05-2021,Dadra and Nagar Haveli and Daman and Diu,81425,81425,19135,48626,32795,100560
07-05-2021,Dadra and Nagar Haveli and Daman and Diu,82133,82133,20096,49025,33104,102229
08-05-2021,Dadra and Nagar Haveli and Daman and Diu,82566,82566,20772,49274,33288,103338
09-05-2021,Dadra and Nagar Haveli and Daman and Diu,82726,82726,21060,49357,33365,103786
10-05-2021,Dadra and Nagar Haveli and Daman and Diu,83125,83125,21829,49588,33533,104954
11-05-2021,Dadra and Nagar Haveli and Daman and Diu,83422,83422,22490,49769,33649,105912
12-05-2021,Dadra and Nagar Haveli and Daman and Diu,83791,83791,22834,49997,33790,106625
13-05-2021,Dadra and Nagar Haveli and Daman and Diu,85968,85968,23665,51468,34496,109633
14-05-2021,Dadra and Nagar Haveli and Daman and Diu,88556,88556,24770,53215,35336,113326
15-05-2021,Dadra and Nagar Haveli and Daman and Diu,91647,91647,25871,55230,36412,117518
16-05-2021,Dadra and Nagar Haveli and Daman and Diu,94759,94759,25887,57113,37641,120646
17-05-2021,Dadra and Nagar Haveli and Daman and Diu,97527,97527,25893,58815,38705,123420
